league,game_id,date,time,home_id,home_name,away_id,away_name,venue_name,city,state,full_address,lat,lon
mlb,mlb_153638,2024-04-28,01:40,232,Seattle Mariners,202,Arizona Diamondbacks,T-Mobile Park,Seattle,Washington,"P.O. Box 4100, Seattle, WA 98104",47.601652359,-122.329164353
mlb,mlb_153639,2024-04-28,17:35,203,Atlanta Braves,209,Cleveland Guardians,Truist Park,Cumberland,Georgia,"755 Battery Avenue, Atlanta, GA 30339",33.89070855,-84.46853422885837
mlb,mlb_153640,2024-04-28,17:35,204,Baltimore Orioles,226,Oakland Athletics,Oriole Park at Camden Yards,Baltimore,Maryland,"333 West Camden Street, Baltimore, MD 21201",39.285186333333336,-76.62013566666667
mlb,mlb_153641,2024-04-28,17:37,236,Toronto Blue Jays,218,Los Angeles Dodgers,Rogers Centre,Toronto,Ontario,"1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1",43.6424344,-79.389677
mlb,mlb_153642,2024-04-28,17:40,212,Detroit Tigers,216,Kansas City Royals,Comerica Park,Detroit,Michigan,"2100 Woodward Avenue, Detroit, MI 48201",42.337813,-83.051314
mlb,mlb_153643,2024-04-28,17:40,219,Miami Marlins,237,Washington Nationals,Marlins Park,Miami,Florida,"501 Marlins Way, Miami, FL 33125",25.777923,-80.220844
mlb,mlb_153644,2024-04-28,17:40,224,New York Mets,233,St.Louis Cardinals,Citi Field,Queens,New York,"41 Seaver Way, Flushing, NY 11368",40.757277849999994,-73.84587884942417
mlb,mlb_153645,2024-04-28,18:10,207,Chicago White Sox,234,Tampa Bay Rays,Guaranteed Rate Field,Chicago,Illinois,"333 West 35th Street, Chicago, IL 60616",41.829729,-87.6351467
mlb,mlb_153646,2024-04-28,18:10,220,Milwaukee Brewers,225,New York Yankees,Miller Park,Milwaukee,Wisconsin,"One Brewers Way, Milwaukee, WI 53214",43.029461,-87.972042
mlb,mlb_153647,2024-04-28,18:35,235,Texas Rangers,208,Cincinnati Reds,Globe Life Field,Arlington,Texas,"734 Stadium Drive, Arlington, TX 76011",32.74578136732075,-97.08250044736877
mlb,mlb_153648,2024-04-28,20:05,210,Colorado Rockies,215,Houston Astros,Coors Field,Denver,Colorado,"2001 Blake Street, Denver, CO 80205-2000",39.7562199,-104.9930702
mlb,mlb_153649,2024-04-28,23:10,205,Boston Red Sox,206,Chicago Cubs,Fenway Park,Boston,Massachusetts,"4 Jersey Street, Boston, MA 02215",42.345539,-71.098227
mlb,mlb_153650,2024-04-28,20:05,231,San Francisco Giants,228,Pittsburgh Pirates,Oracle Park,San Francisco,California,"24 Willie Mays Plaza, San Francisco, CA 94107",37.7786119,-122.39026745425639
mlb,mlb_153651,2024-04-28,20:07,217,Los Angeles Angels,222,Minnesota Twins,Angel Stadium,Los Angeles,California,"2000 Gene Autry Way, Anaheim, CA 92806",33.802813,-117.880055
mlb,mlb_153652,2024-04-28,20:10,230,San Diego Padres,227,Philadelphia Phillies,Petco Park,San Diego,California,"100 Park Boulevard, San Diego, CA 92101",32.70718815,-117.15687730689476
mlb,mlb_153653,2024-04-28,20:10,232,Seattle Mariners,202,Arizona Diamondbacks,T-Mobile Park,Seattle,Washington,"P.O. Box 4100, Seattle, WA 98104",47.601652359,-122.329164353
mlb,mlb_153654,2024-04-30,01:40,202,Arizona Diamondbacks,218,Los Angeles Dodgers,Chase Field,Phoenix,Arizona,"401 East Jefferson Street, Phoenix, AZ 85004",33.446269,-112.068551
mlb,mlb_153655,2024-04-29,22:35,204,Baltimore Orioles,225,New York Yankees,Oriole Park at Camden Yards,Baltimore,Maryland,"333 West Camden Street, Baltimore, MD 21201",39.285186333333336,-76.62013566666667
mlb,mlb_153656,2024-04-30,19:40,212,Detroit Tigers,233,St.Louis Cardinals,Comerica Park,Detroit,Michigan,"2100 Woodward Avenue, Detroit, MI 48201",42.337813,-83.051314
mlb,mlb_153657,2024-04-29,22:40,219,Miami Marlins,237,Washington Nationals,Marlins Park,Miami,Florida,"501 Marlins Way, Miami, FL 33125",25.777923,-80.220844
mlb,mlb_153658,2024-04-29,23:07,236,Toronto Blue Jays,216,Kansas City Royals,Rogers Centre,Toronto,Ontario,"1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1",43.6424344,-79.389677
mlb,mlb_153659,2024-04-29,23:10,224,New York Mets,206,Chicago Cubs,Citi Field,Queens,New York,"41 Seaver Way, Flushing, NY 11368",40.757277849999994,-73.84587884942417
mlb,mlb_153660,2024-04-29,23:40,207,Chicago White Sox,222,Minnesota Twins,Guaranteed Rate Field,Chicago,Illinois,"333 West 35th Street, Chicago, IL 60616",41.829729,-87.6351467
mlb,mlb_153661,2024-04-29,23:40,220,Milwaukee Brewers,234,Tampa Bay Rays,Miller Park,Milwaukee,Wisconsin,"One Brewers Way, Milwaukee, WI 53214",43.029461,-87.972042
mlb,mlb_153662,2024-04-30,01:38,217,Los Angeles Angels,227,Philadelphia Phillies,Angel Stadium,Los Angeles,California,"2000 Gene Autry Way, Anaheim, CA 92806",33.802813,-117.880055
mlb,mlb_153663,2024-04-30,01:40,226,Oakland Athletics,228,Pittsburgh Pirates,RingCentral Coliseum,Oakland,California,"7000 Coliseum Way, Oakland, CA 94621",37.751698,-122.198287
mlb,mlb_153664,2024-04-30,01:40,230,San Diego Padres,208,Cincinnati Reds,Petco Park,San Diego,California,"100 Park Boulevard, San Diego, CA 92101",32.70718815,-117.15687730689476
mlb,mlb_153665,2024-04-30,01:40,232,Seattle Mariners,203,Atlanta Braves,T-Mobile Park,Seattle,Washington,"P.O. Box 4100, Seattle, WA 98104",47.601652359,-122.329164353
mlb,mlb_153666,2024-05-01,01:40,202,Arizona Diamondbacks,218,Los Angeles Dodgers,Chase Field,Phoenix,Arizona,"401 East Jefferson Street, Phoenix, AZ 85004",33.446269,-112.068551
mlb,mlb_153667,2024-05-01,00:10,215,Houston Astros,209,Cleveland Guardians,Minute Maid Park,Houston,Texas,"501 Crawford Street, Houston, TX 77002",29.757481,-95.356748
mlb,mlb_153668,2024-04-30,22:35,204,Baltimore Orioles,225,New York Yankees,Oriole Park at Camden Yards,Baltimore,Maryland,"333 West Camden Street, Baltimore, MD 21201",39.285186333333336,-76.62013566666667
mlb,mlb_153669,2024-04-30,22:40,219,Miami Marlins,210,Colorado Rockies,Marlins Park,Miami,Florida,"501 Marlins Way, Miami, FL 33125",25.777923,-80.220844
mlb,mlb_153670,2024-04-30,22:40,212,Detroit Tigers,233,St.Louis Cardinals,Comerica Park,Detroit,Michigan,"2100 Woodward Avenue, Detroit, MI 48201",42.337813,-83.051314
mlb,mlb_153671,2024-04-30,23:07,236,Toronto Blue Jays,216,Kansas City Royals,Rogers Centre,Toronto,Ontario,"1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1",43.6424344,-79.389677
mlb,mlb_153672,2024-04-30,23:10,205,Boston Red Sox,231,San Francisco Giants,Fenway Park,Boston,Massachusetts,"4 Jersey Street, Boston, MA 02215",42.345539,-71.098227
mlb,mlb_153673,2024-04-30,23:10,224,New York Mets,206,Chicago Cubs,Citi Field,Queens,New York,"41 Seaver Way, Flushing, NY 11368",40.757277849999994,-73.84587884942417
mlb,mlb_153674,2024-04-30,23:40,207,Chicago White Sox,222,Minnesota Twins,Guaranteed Rate Field,Chicago,Illinois,"333 West 35th Street, Chicago, IL 60616",41.829729,-87.6351467
mlb,mlb_153675,2024-04-30,23:40,220,Milwaukee Brewers,234,Tampa Bay Rays,Miller Park,Milwaukee,Wisconsin,"One Brewers Way, Milwaukee, WI 53214",43.029461,-87.972042
mlb,mlb_153676,2024-05-01,00:05,235,Texas Rangers,237,Washington Nationals,Globe Life Field,Arlington,Texas,"734 Stadium Drive, Arlington, TX 76011",32.74578136732075,-97.08250044736877
mlb,mlb_153677,2024-05-01,01:38,217,Los Angeles Angels,227,Philadelphia Phillies,Angel Stadium,Los Angeles,California,"2000 Gene Autry Way, Anaheim, CA 92806",33.802813,-117.880055
mlb,mlb_153678,2024-05-01,01:40,232,Seattle Mariners,203,Atlanta Braves,T-Mobile Park,Seattle,Washington,"P.O. Box 4100, Seattle, WA 98104",47.601652359,-122.329164353
mlb,mlb_153679,2024-05-01,01:40,226,Oakland Athletics,228,Pittsburgh Pirates,RingCentral Coliseum,Oakland,California,"7000 Coliseum Way, Oakland, CA 94621",37.751698,-122.198287
mlb,mlb_153680,2024-05-01,01:40,230,San Diego Padres,208,Cincinnati Reds,Petco Park,San Diego,California,"100 Park Boulevard, San Diego, CA 92101",32.70718815,-117.15687730689476
mlb,mlb_153681,2024-05-01,17:10,212,Detroit Tigers,233,St.Louis Cardinals,Comerica Park,Detroit,Michigan,"2100 Woodward Avenue, Detroit, MI 48201",42.337813,-83.051314
mlb,mlb_153682,2024-05-01,17:10,220,Milwaukee Brewers,234,Tampa Bay Rays,Miller Park,Milwaukee,Wisconsin,"One Brewers Way, Milwaukee, WI 53214",43.029461,-87.972042
mlb,mlb_153683,2024-05-01,18:10,207,Chicago White Sox,222,Minnesota Twins,Guaranteed Rate Field,Chicago,Illinois,"333 West 35th Street, Chicago, IL 60616",41.829729,-87.6351467
mlb,mlb_153684,2024-05-01,19:07,236,Toronto Blue Jays,216,Kansas City Royals,Rogers Centre,Toronto,Ontario,"1 Blue Jays Way, Suite 3200, Toronto, Ontario, Canada M5V1J1",43.6424344,-79.389677
mlb,mlb_153685,2024-05-01,19:37,226,Oakland Athletics,228,Pittsburgh Pirates,RingCentral Coliseum,Oakland,California,"7000 Coliseum Way, Oakland, CA 94621",37.751698,-122.198287
mlb,mlb_153686,2024-05-01,19:40,232,Seattle Mariners,203,Atlanta Braves,T-Mobile Park,Seattle,Washington,"P.O. Box 4100, Seattle, WA 98104",47.601652359,-122.329164353
mlb,mlb_153687,2024-05-02,00:10,215,Houston Astros,209,Cleveland Guardians,Minute Maid Park,Houston,Texas,"501 Crawford Street, Houston, TX 77002",29.757481,-95.356748
mlb,mlb_153688,2024-05-02,01:40,202,Arizona Diamondbacks,218,Los Angeles Dodgers,Chase Field,Phoenix,Arizona,"401 East Jefferson Street, Phoenix, AZ 85004",33.446269,-112.068551
mlb,mlb_153689,2024-05-01,20:07,217,Los Angeles Angels,227,Philadelphia Phillies,Angel Stadium,Los Angeles,California,"2000 Gene Autry Way, Anaheim, CA 92806",33.802813,-117.880055
mlb,mlb_153690,2024-05-01,20:10,230,San Diego Padres,208,Cincinnati Reds,Petco Park,San Diego,California,"100 Park Boulevard, San Diego, CA 92101",32.70718815,-117.15687730689476
mlb,mlb_153691,2024-05-01,22:35,204,Baltimore Orioles,225,New York Yankees,Oriole Park at Camden Yards,Baltimore,Maryland,"333 West Camden Street, Baltimore, MD 21201",39.285186333333336,-76.62013566666667
mlb,mlb_153692,2024-05-01,22:40,219,Miami Marlins,210,Colorado Rockies,Marlins Park,Miami,Florida,"501 Marlins Way, Miami, FL 33125",25.777923,-80.220844
mlb,mlb_153693,2024-05-01,23:10,205,Boston Red Sox,231,San Francisco Giants,Fenway Park,Boston,Massachusetts,"4 Jersey Street, Boston, MA 02215",42.345539,-71.098227
mlb,mlb_153694,2024-05-01,23:10,224,New York Mets,206,Chicago Cubs,Citi Field,Queens,New York,"41 Seaver Way, Flushing, NY 11368",40.757277849999994,-73.84587884942417
mlb,mlb_153695,2024-05-02,00:05,235,Texas Rangers,237,Washington Nationals,Globe Life Field,Arlington,Texas,"734 Stadium Drive, Arlington, TX 76011",32.74578136732075,-97.08250044736877
mlb,mlb_153696,2024-05-02,16:10,219,Miami Marlins,210,Colorado Rockies,Marlins Park,Miami,Florida,"501 Marlins Way, Miami, FL 33125",25.777923,-80.220844
mlb,mlb_153697,2024-05-02,17:05,204,Baltimore Orioles,225,New York Yankees,Oriole Park at Camden Yards,Baltimore,Maryland,"333 West Camden Street, Baltimore, MD 21201",39.285186333333336,-76.62013566666667
mlb,mlb_153698,2024-05-02,17:10,224,New York Mets,206,Chicago Cubs,Citi Field,Queens,New York,"41 Seaver Way, Flushing, NY 11368",40.757277849999994,-73.84587884942417
mlb,mlb_153699,2024-05-02,17:35,205,Boston Red Sox,231,San Francisco Giants,Fenway Park,Boston,Massachusetts,"4 Jersey Street, Boston, MA 02215",42.345539,-71.098227
mlb,mlb_153700,2024-05-02,18:35,235,Texas Rangers,237,Washington Nationals,Globe Life Field,Arlington,Texas,"734 Stadium Drive, Arlington, TX 76011",32.74578136732075,-97.08250044736877
mlb,mlb_153701,2024-05-03,00:10,215,Houston Astros,209,Cleveland Guardians,Minute Maid Park,Houston,Texas,"501 Crawford Street, Houston, TX 77002",29.757481,-95.356748
mlb,mlb_153702,2024-05-03,18:20,206,Chicago Cubs,220,Milwaukee Brewers,Wrigley Field,Chicago,Illinois,"1060 West Addison, Chicago, IL 60613-4397",41.9475677,-87.6565232
mlb,mlb_153703,2024-05-04,01:40,202,Arizona Diamondbacks,230,San Diego Padres,Chase Field,Phoenix,Arizona,"401 East Jefferson Street, Phoenix, AZ 85004",33.446269,-112.068551
mlb,mlb_153704,2024-05-03,23:10,209,Cleveland Guardians,217,Los Angeles Angels,Progressive Field,Cleveland,Ohio,"2401 Ontario Street, Cleveland, OH 44115",41.49492509177053,-81.68722032278393
mlb,mlb_153705,2024-05-04,00:10,215,Houston Astros,232,Seattle Mariners,Minute Maid Park,Houston,Texas,"501 Crawford Street, Houston, TX 77002",29.757481,-95.356748
mlb,mlb_153706,2024-05-04,00:50,208,Cincinnati Reds,204,Baltimore Orioles,Great American Ball Park,Cincinnati,Ohio,"100 Main Street, Cincinnati, OH 45202-4109",39.097481,-84.50657
mlb,mlb_153707,2024-05-03,22:40,227,Philadelphia Phillies,231,San Francisco Giants,Citizens Bank Park,Philadelphia,Pennsylvania,"One Citizens Bank Way, Philadelphia, PA 19148",39.949285,-75.145067
mlb,mlb_153708,2024-05-03,22:40,228,Pittsburgh Pirates,210,Colorado Rockies,PNC Park,Pittsburgh,Pennsylvania,"115 Federal Street, Pittsburgh, PA 15212",40.447916969673216,-80.0042564455515
mlb,mlb_153709,2024-05-03,22:45,237,Washington Nationals,236,Toronto Blue Jays,Nationals Park,Washington,D.C.,"1500 South Capitol Street, SE, Washington, DC 20003-1507",38.872367,-77.008529
mlb,mlb_153710,2024-05-03,22:50,234,Tampa Bay Rays,224,New York Mets,Tropicana Field,St. Petersburg,Florida,"One Tropicana Drive, St. Petersburg, FL 33705",27.768555,-82.651159
mlb,mlb_153711,2024-05-03,23:05,225,New York Yankees,212,Detroit Tigers,Yankee Stadium,Bronx,New York,"One East 161st Street, Bronx, NY 10451",40.8255501,-73.9183561
mlb,mlb_153712,2024-05-03,23:40,216,Kansas City Royals,235,Texas Rangers,Kauffman Stadium,Kansas City,Missouri,"One Royal Way, Kansas City, MO 64129",39.048045,-94.478716
mlb,mlb_153713,2024-05-04,00:10,222,Minnesota Twins,205,Boston Red Sox,Target Field,Minneapolis,Minnesota,"1 Twins Way, Minneapolis, MN 55403",44.98168445,-93.27786434576453
mlb,mlb_153714,2024-05-04,00:15,233,St.Louis Cardinals,207,Chicago White Sox,Busch Stadium,St. Louis,Missouri,"700 Clark Street, St. Louis, MO 63102",38.793256,-90.323805
mlb,mlb_153715,2024-05-04,01:40,226,Oakland Athletics,219,Miami Marlins,RingCentral Coliseum,Oakland,California,"7000 Coliseum Way, Oakland, CA 94621",37.751698,-122.198287
mlb,mlb_153716,2024-05-04,02:10,218,Los Angeles Dodgers,203,Atlanta Braves,Dodger Stadium,Los Angeles,California,"1000 Vin Scully Avenue, Los Angeles, CA 90012",34.072355,-118.248102
mlb,mlb_153717,2024-05-04,17:05,225,New York Yankees,212,Detroit Tigers,Yankee Stadium,Bronx,New York,"One East 161st Street, Bronx, NY 10451",40.8255501,-73.9183561
mlb,mlb_153718,2024-05-04,18:10,222,Minnesota Twins,205,Boston Red Sox,Target Field,Minneapolis,Minnesota,"1 Twins Way, Minneapolis, MN 55403",44.98168445,-93.27786434576453
mlb,mlb_153719,2024-05-04,18:15,233,St.Louis Cardinals,207,Chicago White Sox,Busch Stadium,St. Louis,Missouri,"700 Clark Street, St. Louis, MO 63102",38.793256,-90.323805
mlb,mlb_153720,2024-05-04,18:20,206,Chicago Cubs,220,Milwaukee Brewers,Wrigley Field,Chicago,Illinois,"1060 West Addison, Chicago, IL 60613-4397",41.9475677,-87.6565232
mlb,mlb_153721,2024-05-05,00:10,202,Arizona Diamondbacks,230,San Diego Padres,Chase Field,Phoenix,Arizona,"401 East Jefferson Street, Phoenix, AZ 85004",33.446269,-112.068551
mlb,mlb_153722,2024-05-04,22:10,209,Cleveland Guardians,217,Los Angeles Angels,Progressive Field,Cleveland,Ohio,"2401 Ontario Street, Cleveland, OH 44115",41.49492509177053,-81.68722032278393
mlb,mlb_153723,2024-05-04,23:15,215,Houston Astros,232,Seattle Mariners,Minute Maid Park,Houston,Texas,"501 Crawford Street, Houston, TX 77002",29.757481,-95.356748
mlb,mlb_153724,2024-05-04,23:15,234,Tampa Bay Rays,224,New York Mets,Tropicana Field,St. Petersburg,Florida,"One Tropicana Drive, St. Petersburg, FL 33705",27.768555,-82.651159
mlb,mlb_153725,2024-05-04,20:05,228,Pittsburgh Pirates,210,Colorado Rockies,PNC Park,Pittsburgh,Pennsylvania,"115 Federal Street, Pittsburgh, PA 15212",40.447916969673216,-80.0042564455515
mlb,mlb_153726,2024-05-04,20:05,237,Washington Nationals,236,Toronto Blue Jays,Nationals Park,Washington,D.C.,"1500 South Capitol Street, SE, Washington, DC 20003-1507",38.872367,-77.008529
mlb,mlb_153727,2024-05-04,20:07,226,Oakland Athletics,219,Miami Marlins,RingCentral Coliseum,Oakland,California,"7000 Coliseum Way, Oakland, CA 94621",37.751698,-122.198287
mlb,mlb_153728,2024-05-04,22:05,227,Philadelphia Phillies,231,San Francisco Giants,Citizens Bank Park,Philadelphia,Pennsylvania,"One Citizens Bank Way, Philadelphia, PA 19148",39.949285,-75.145067
mlb,mlb_153729,2024-05-04,22:40,208,Cincinnati Reds,204,Baltimore Orioles,Great American Ball Park,Cincinnati,Ohio,"100 Main Street, Cincinnati, OH 45202-4109",39.097481,-84.50657
mlb,mlb_153730,2024-05-04,23:10,216,Kansas City Royals,235,Texas Rangers,Kauffman Stadium,Kansas City,Missouri,"One Royal Way, Kansas City, MO 64129",39.048045,-94.478716
mlb,mlb_153731,2024-05-05,01:10,218,Los Angeles Dodgers,203,Atlanta Braves,Dodger Stadium,Los Angeles,California,"1000 Vin Scully Avenue, Los Angeles, CA 90012",34.072355,-118.248102
mlb,mlb_153732,2024-05-05,17:35,225,New York Yankees,212,Detroit Tigers,Yankee Stadium,Bronx,New York,"One East 161st Street, Bronx, NY 10451",40.8255501,-73.9183561
mlb,mlb_153733,2024-05-05,17:35,228,Pittsburgh Pirates,210,Colorado Rockies,PNC Park,Pittsburgh,Pennsylvania,"115 Federal Street, Pittsburgh, PA 15212",40.447916969673216,-80.0042564455515
mlb,mlb_153734,2024-05-05,17:35,237,Washington Nationals,236,Toronto Blue Jays,Nationals Park,Washington,D.C.,"1500 South Capitol Street, SE, Washington, DC 20003-1507",38.872367,-77.008529
mlb,mlb_153735,2024-05-05,17:40,234,Tampa Bay Rays,224,New York Mets,Tropicana Field,St. Petersburg,Florida,"One Tropicana Drive, St. Petersburg, FL 33705",27.768555,-82.651159
mlb,mlb_153736,2024-05-05,23:10,227,Philadelphia Phillies,231,San Francisco Giants,Citizens Bank Park,Philadelphia,Pennsylvania,"One Citizens Bank Way, Philadelphia, PA 19148",39.949285,-75.145067
mlb,mlb_153737,2024-05-05,18:10,216,Kansas City Royals,235,Texas Rangers,Kauffman Stadium,Kansas City,Missouri,"One Royal Way, Kansas City, MO 64129",39.048045,-94.478716
mlb,mlb_153738,2024-05-05,18:10,222,Minnesota Twins,205,Boston Red Sox,Target Field,Minneapolis,Minnesota,"1 Twins Way, Minneapolis, MN 55403",44.98168445,-93.27786434576453
mlb,mlb_153739,2024-05-05,18:15,233,St.Louis Cardinals,207,Chicago White Sox,Busch Stadium,St. Louis,Missouri,"700 Clark Street, St. Louis, MO 63102",38.793256,-90.323805
mlb,mlb_153740,2024-05-05,18:20,206,Chicago Cubs,220,Milwaukee Brewers,Wrigley Field,Chicago,Illinois,"1060 West Addison, Chicago, IL 60613-4397",41.9475677,-87.6565232
mlb,mlb_153741,2024-05-05,20:10,202,Arizona Diamondbacks,230,San Diego Padres,Chase Field,Phoenix,Arizona,"401 East Jefferson Street, Phoenix, AZ 85004",33.446269,-112.068551
mlb,mlb_153742,2024-05-05,17:40,209,Cleveland Guardians,217,Los Angeles Angels,Progressive Field,Cleveland,Ohio,"2401 Ontario Street, Cleveland, OH 44115",41.49492509177053,-81.68722032278393
mlb,mlb_153743,2024-05-05,18:10,215,Houston Astros,232,Seattle Mariners,Minute Maid Park,Houston,Texas,"501 Crawford Street, Houston, TX 77002",29.757481,-95.356748
mlb,mlb_153744,2024-05-05,20:07,226,Oakland Athletics,219,Miami Marlins,RingCentral Coliseum,Oakland,California,"7000 Coliseum Way, Oakland, CA 94621",37.751698,-122.198287
mlb,mlb_153745,2024-05-05,20:10,208,Cincinnati Reds,204,Baltimore Orioles,Great American Ball Park,Cincinnati,Ohio,"100 Main Street, Cincinnati, OH 45202-4109",39.097481,-84.50657
mlb,mlb_153746,2024-05-05,20:10,218,Los Angeles Dodgers,203,Atlanta Braves,Dodger Stadium,Los Angeles,California,"1000 Vin Scully Avenue, Los Angeles, CA 90012",34.072355,-118.248102
mlb,mlb_153747,2024-05-06,22:10,209,Cleveland Guardians,212,Detroit Tigers,Progressive Field,Cleveland,Ohio,"2401 Ontario Street, Cleveland, OH 44115",41.49492509177053,-81.68722032278393
mlb,mlb_153748,2024-05-06,20:05,227,Philadelphia Phillies,231,San Francisco Giants,Citizens Bank Park,Philadelphia,Pennsylvania,"One Citizens Bank Way, Philadelphia, PA 19148",39.949285,-75.145067
mlb,mlb_153749,2024-05-06,22:40,228,Pittsburgh Pirates,217,Los Angeles Angels,PNC Park,Pittsburgh,Pennsylvania,"115 Federal Street, Pittsburgh, PA 15212",40.447916969673216,-80.0042564455515
mlb,mlb_153750,2024-05-06,22:50,234,Tampa Bay Rays,207,Chicago White Sox,Tropicana Field,St. Petersburg,Florida,"One Tropicana Drive, St. Petersburg, FL 33705",27.768555,-82.651159
mlb,mlb_153751,2024-05-06,23:40,206,Chicago Cubs,230,San Diego Padres,Wrigley Field,Chicago,Illinois,"1060 West Addison, Chicago, IL 60613-4397",41.9475677,-87.6565232
mlb,mlb_153752,2024-05-06,23:10,216,Kansas City Royals,220,Milwaukee Brewers,Kauffman Stadium,Kansas City,Missouri,"One Royal Way, Kansas City, MO 64129",39.048045,-94.478716
mlb,mlb_153753,2024-05-06,23:40,222,Minnesota Twins,232,Seattle Mariners,Target Field,Minneapolis,Minnesota,"1 Twins Way, Minneapolis, MN 55403",44.98168445,-93.27786434576453
mlb,mlb_153754,2024-05-06,23:45,233,St.Louis Cardinals,224,New York Mets,Busch Stadium,St. Louis,Missouri,"700 Clark Street, St. Louis, MO 63102",38.793256,-90.323805
mlb,mlb_153755,2024-05-07,01:40,226,Oakland Athletics,235,Texas Rangers,RingCentral Coliseum,Oakland,California,"7000 Coliseum Way, Oakland, CA 94621",37.751698,-122.198287
mlb,mlb_153756,2024-05-07,02:10,218,Los Angeles Dodgers,219,Miami Marlins,Dodger Stadium,Los Angeles,California,"1000 Vin Scully Avenue, Los Angeles, CA 90012",34.072355,-118.248102
mlb,mlb_153757,2024-05-07,19:37,226,Oakland Athletics,235,Texas Rangers,RingCentral Coliseum,Oakland,California,"7000 Coliseum Way, Oakland, CA 94621",37.751698,-122.198287
mlb,mlb_153758,2024-05-07,22:10,209,Cleveland Guardians,212,Detroit Tigers,Progressive Field,Cleveland,Ohio,"2401 Ontario Street, Cleveland, OH 44115",41.49492509177053,-81.68722032278393
mlb,mlb_153759,2024-05-07,22:40,208,Cincinnati Reds,202,Arizona Diamondbacks,Great American Ball Park,Cincinnati,Ohio,"100 Main Street, Cincinnati, OH 45202-4109",39.097481,-84.50657
mlb,mlb_153760,2024-05-07,22:40,227,Philadelphia Phillies,236,Toronto Blue Jays,Citizens Bank Park,Philadelphia,Pennsylvania,"One Citizens Bank Way, Philadelphia, PA 19148",39.949285,-75.145067
mlb,mlb_153761,2024-05-07,22:40,228,Pittsburgh Pirates,217,Los Angeles Angels,PNC Park,Pittsburgh,Pennsylvania,"115 Federal Street, Pittsburgh, PA 15212",40.447916969673216,-80.0042564455515
mlb,mlb_153762,2024-05-07,22:45,237,Washington Nationals,204,Baltimore Orioles,Nationals Park,Washington,D.C.,"1500 South Capitol Street, SE, Washington, DC 20003-1507",38.872367,-77.008529
mlb,mlb_153763,2024-05-07,22:50,234,Tampa Bay Rays,207,Chicago White Sox,Tropicana Field,St. Petersburg,Florida,"One Tropicana Drive, St. Petersburg, FL 33705",27.768555,-82.651159
mlb,mlb_153764,2024-05-07,23:05,225,New York Yankees,215,Houston Astros,Yankee Stadium,Bronx,New York,"One East 161st Street, Bronx, NY 10451",40.8255501,-73.9183561
mlb,mlb_153765,2024-05-07,23:20,203,Atlanta Braves,205,Boston Red Sox,Truist Park,Cumberland,Georgia,"755 Battery Avenue, Atlanta, GA 30339",33.89070855,-84.46853422885837
mlb,mlb_153766,2024-05-07,23:40,222,Minnesota Twins,232,Seattle Mariners,Target Field,Minneapolis,Minnesota,"1 Twins Way, Minneapolis, MN 55403",44.98168445,-93.27786434576453
mlb,mlb_153767,2024-05-07,23:40,216,Kansas City Royals,220,Milwaukee Brewers,Kauffman Stadium,Kansas City,Missouri,"One Royal Way, Kansas City, MO 64129",39.048045,-94.478716
mlb,mlb_153768,2024-05-07,23:40,206,Chicago Cubs,230,San Diego Padres,Wrigley Field,Chicago,Illinois,"1060 West Addison, Chicago, IL 60613-4397",41.9475677,-87.6565232
mlb,mlb_153769,2024-05-07,23:45,233,St.Louis Cardinals,224,New York Mets,Busch Stadium,St. Louis,Missouri,"700 Clark Street, St. Louis, MO 63102",38.793256,-90.323805
mlb,mlb_153770,2024-05-08,00:40,210,Colorado Rockies,231,San Francisco Giants,Coors Field,Denver,Colorado,"2001 Blake Street, Denver, CO 80205-2000",39.7562199,-104.9930702
mlb,mlb_153771,2024-05-08,02:10,218,Los Angeles Dodgers,219,Miami Marlins,Dodger Stadium,Los Angeles,California,"1000 Vin Scully Avenue, Los Angeles, CA 90012",34.072355,-118.248102
mlb,mlb_153772,2024-05-08,19:37,226,Oakland Athletics,235,Texas Rangers,RingCentral Coliseum,Oakland,California,"7000 Coliseum Way, Oakland, CA 94621",37.751698,-122.198287
mlb,mlb_153773,2024-05-08,16:35,228,Pittsburgh Pirates,217,Los Angeles Angels,PNC Park,Pittsburgh,Pennsylvania,"115 Federal Street, Pittsburgh, PA 15212",40.447916969673216,-80.0042564455515
mlb,mlb_153774,2024-05-08,17:05,227,Philadelphia Phillies,236,Toronto Blue Jays,Citizens Bank Park,Philadelphia,Pennsylvania,"One Citizens Bank Way, Philadelphia, PA 19148",39.949285,-75.145067
mlb,mlb_153775,2024-08-05,21:15,233,St.Louis Cardinals,224,New York Mets,Busch Stadium,St. Louis,Missouri,"700 Clark Street, St. Louis, MO 63102",38.793256,-90.323805
mlb,mlb_153776,2024-05-08,18:10,216,Kansas City Royals,220,Milwaukee Brewers,Kauffman Stadium,Kansas City,Missouri,"One Royal Way, Kansas City, MO 64129",39.048045,-94.478716
mlb,mlb_153777,2024-05-08,18:20,206,Chicago Cubs,230,San Diego Padres,Wrigley Field,Chicago,Illinois,"1060 West Addison, Chicago, IL 60613-4397",41.9475677,-87.6565232
